reviewText,sentiment
In the middle of the nightvthe hamster crewed off the blue cap on the top of the caged and got out then jumped about 7 feet from the top of some stairs,0
"If my Dog can speak he would say ""Awesome"",just by his body language you can see he is warm and comfortable .",1
This is a great car seat for the price i really love it.,1
Love it,1
If I could give 0 stars I would this product killed 2 of my dogs.  Please do not buy. We need to ban Hartz products thank you.,0
Doesn't really work :(  Absolutely no response,0
"poor little Piper, Norwich terrier puppy, very scrappy but was totally vanquished by the plastic collar of shame.  Had to take it off for food, water; couldn't navigate corners and chairs.  This took forever to arrive bc of Fed Ex snafu, but once here, one second to adjust too.  She wore it 24/7 for 2 more weeks, occasionally sitting down to try to lick spaying incision, but just couldn't reach. Vet totally impressed, now says she will recommend for all dogs.  Best $$ ever spent",1
"The product is not fresh, very stale, has no aroma remaining in it; I have 4 cats and none will react to it.",0
"Excellent well made cover for a dog crate, gives semblance of a private 'den'  atmosphere.",1
Used this on my two dogs and it didn't seem to help.  Both dogs continue to have fleas and constantly are scratching.  I have tried to applications over two months time.  Don't think it is worth the money.,0
This solved the problem of the enthusiastic litter kicker. I was worried my cat wouldn't use it but he took to it right away.,1
"At first my dogs didn't know what to do with the large beds, but they soon figured out they were very comfortable.",1
"Best way to clean dog's teeth, and give them a treat whilst doing so.  Saves a lot of money on teeth cleaning.
My dog is 4 years old, and the vet says her teeth are great.  No tarter, or problem with her gums.
She weighs 20 lbs, and I give her half a Large size every single day.
I buy the Large size, and then break them in half.  It is cheaper this way.  They are easy to break.
Do not give more than the recommended dosage. I accidently did one day, and she got loose stools. . Won't do that again.",1
My kitty is entertained!,1
Dog seems to like,1
"I used these pads for my elderly diabetic cat, who developed incontinence when she had cancer.  They worked well.  They did not leak, they helped save my couch and my carpet, and helped keeping my home from smelling like cat pee.  I frequently found better prices and equally good quality at local stores, though.",1
Great product,1
"My vet recommended this to me, and it definitely helps keep my dog's ears clean.  I'm not sure how others are applying it, but (per my vet), I soak a cotton ball with it, stick it in my dog's ear, fold over his ear, and massage for a few moments.  Usually within seconds of removing the cotton ball, he shakes his head, which flings out all the extra. Yes, all over you. But because of the massage, some stays in the ear canal.  My dog hasn't had any negative reaction to it.

I didn't realize it was supposed to smell like apples until I read the other reviews, and it definitely doesn't. I never really considered the smell. It's not entirely pleasant, but it's not unpleasant, either.",1
Won't last with a chewer. Might be my fault for not reading specs.,0
"The Premier Manners Minder allows you to offer your dog a food reward without you having to be near the dog.  You click a remote and a piece of kibble drops into the bowl.  I bought it for a specific purpose.  I do the sport of Agility with my Shelties, and I am using the Manners Minder to train my dogs to complete obstacles no matter where I am. It is an excellent tool for this rather limited purpose.
I think that using the MM to train polite behaviors -- which is the emphasis in the MM material -- is, in some cases, rather clunky.  It's much easier to teach a dog to touch your hand, for instance, by providing a ""Yes"" and an immediate treat than to have the dog run to the MM.",1
"My dog loves these, and even better they are made in the USA with no by products",1
Does its job,0
"They're ACTUALLY legal again! Horrors!!!, July 9, 2007
By  Kitty (Sacramento, CA United States) - See all my reviews
These tiny torture/death cages were made obsolete decades ago. By means of stopping the source of the problem. Badly needed laws were finally brought forth. To curtail any legal trafficking of these poor turtles. The very real concern, of the transmission of Salmonella to young children, (as well as anyone handling these turtles), being the main concern cited.
Salmonella can be fatal to children, or the immune compromised. Not to mention simply horrible to suffer, even if you're in perfect health.
The breeders who acquire the ridiculously meager profits from the selling of these turtles. Have no morals, whatsoever.
They are not just hurting wild populations of turtles, (as many get dumped in local water spots and out-compete native species for food and resources). But, in more cases than not, they are sentencing turtles, and families, naive enough to go for this, ""product"". Much heartache, and likely suffering.
These turtles become the size of dinner plates, in a few short years. They are overwhelming animal rescues in every corner of the country.
If you must have one. Please check with your local shelters, or herp. rescue groups. There are literally thousands, in desperate need of homes.",0
I ordered and received two tags for my dog. I got exactly what I was looking for.,1
"Seems to detangle well, but the scent is so overpowering it has the concentration of perfume or cologne. Unfortunately unusable.",0
no more ear infections!,1
My dog lives the jerky but many were broken and I can get it much cheaper elsewhere.,0
This product did not work well for us.  My dog is white. It turned her fur black on her neck.  I have ordered different ones.  I use these to tag her belongings while traveling but I would not use this on my pet.,0
All of my kittys like this treat. Arrived in good shape.,1
"We were having lots of difficulty with our cat, Harley.  He was having chronic diarrhea and we didn't know what to do.  My husband's mom recommended a pro-biotic, so I looked on the web and found this.  And within 48 hours we had a new cat.  And now we have less mess and are oh, so happy!  It truly is worth the money.",1
"In choosing which products I would like to purchase on Amazon, I've noticed that most product descriptions are very vague or misleading. For example this product. How big is ""regular""?  Regular size for a mouse or regular size for a rat?  Why is it so hard to put at least the diameter of the wheel in the description?  I'm not going to buy a product like this unless I have more information.",0
"I was extremely disappointed to find out that I could not use this on a regular grooming table without spending $125.00++ to use it.  Be careful before you purchase; it has to be used with an expensive ""starter kit"".",0
"I wanted a water bowl for my dog's playpen that wouldn't get knocked over when he's messing around. This can be attached securely to the fence around the playpen, and does not get knocked over or gets stuff in it because it's not on the ground. It's simple, easy to use, and effective for the purpose I needed. You don't have to remove the attachment when you want to clean it - just lift the bowl off and place it back after cleaning and refilling.",1
It was very good for my dog,1
Awesome really Nice,1
should have listened to other reviews - why did i waste 30 bucks for this thing?,0
Was exactly as described and expected.  Would purchase from this vendor again.,1
"Used this pack 3 times and after the second time the seams on the bottom of the pockets started to separate. It's currently in transit back to the seller. It's a cute pack and fit well, but unless you plan on just using it for looks and not as an actual working pack, don't bother.",0
Only took my dog 3 days to completely chew off the top of this toy.,0
Tonya likes these and they are healt hy,1
"Using only 15 watts, I didn't expect much heat. I purchased two. One for each cat penthouse. I wrapped each bed warmer in a rug and placed in the penthouse. The bed stays warm to the touch and the cats love them.",1
"This ball has the strength of a 2 liter bottle. It is so flimsy it won't even stay snapped together. Also, this is false advertising, the only rodent that will fit inside is a baby mouse....3 inches across...maybe.....terrible product. And there is no option to return it. ",0
"Great for my cat, holds the liner in place and keeps litter inside. I found what i needed!",1
"I bought this because my rabbit tosses her litter boxes around the cage!????! And by looking at the clips I thought for sure it would STAY in place!? Nope those little round pieces are worthless for staying! But in all fairness I have not found one yet that attaches to the pen!!! Why is this not available??? So I duck taped it down to the floor and solved the problem, the clips ARE good for keeping the back down so the tape works better by just taping the front! I am going to get Velcro and stick it to the ground so its removable to clean!!!",0
"We have 3 tabby cats that knead and curl up on comforters, etc.  They lay on windowsills in our hot South Florida summers, so I thought this would be great. No! None of them liked it, in fact, they avoided it. So after 2 weeks, it went in the trash",0
"""Large Pig Ears"" is obviously a relative term, however if these were there largest pig ears in the bin at my local pet store I would not buy them..also the quality is not their same..  less smoke smell and they feel like hard plastic..  definitely will not buy again..",0
my dog loves it!!!!!!!!! I think is almost time to buy another one :),1
"I bought these because you got two for $40.00.
One seemed to work great, but how would I know, this was my first time buying anything like this. So I put it on the one dog he was sitting with me and barked at the door bell (they are suppose to zapp when the dog barks and it did) I heard the zapping noise and it didn't stop, his front legs went out stiff as a board I hurried and took the color off. I think it darn near killed him. It seemed like some times the zapp was week and in this case very strong, I know there are three different zapps depending on which button you push, but in this case I didn't push any button on the remote.
The second one didn't work at all. They came with batteries which was even a better deal it seemed. So I switched the batteries around. Messing with them for about two weeks, then none worked at all. I went to radio shack bought 2 new batteries at $4.00 ea. (They are a hard to find little battery) Didn't make any difference. I had to send these back.
I am going to buy the one at pet smart for $80.00 and compare the difference. But I really do need two, one for each dog.",0
unfortunately my assassin snails won't have anything to do with these pellets - and neither will my tank of tetras,0
"One of my cats has a problem with grinding her teeth and obsessively chewing on her nails. I was hoping this toy would get her attention to chew on something other than herself since she loves catnip, but it was a dud. The catnip isn't potent enough and the tassels aren't enough to entice them to want to play with it.",0
"I agree with some of the other reviews.  The KONG brand has always had a line of strong, durable, toys that a lot of us dog owners have learned can be a life saver. We trust their products to stand up to MOST of our chewers.  This particular toy is definitely not meant for any dog that is considered a ""powerful chewer"".  If you actually feel the material, compared to the red or black three-tiered kong toy, this material is almost.. well mushy.  It's soft.  Nowhere near what the other kongs are made of.  I will tell you, I do like the idea of interlinking the two types to make it more difficult for the really smart pups.  But if your really smart pup is a really serious chewer, don't even try it.

You're probably wondering why I rated this toy so high.. I actually use this to feed my Beagle.  I put his meal into the Genius and he tosses it around and eats the kibble as it falls out.  He destroys food.. in like.. 30 seconds.  I tried the brake-fast bowl-which he just figured out how to tip over.  I tried feeding smaller meals throughout the day, he still eats like he will never eat again.  After seeing Marley & Me, I don't want to take any chances.  This gets him to slow down to the speed I feel is appropriate.  After about 8 months, it gets warn and the food falls out in larger quantities, so it will need to be replaced.  I am on my third one in almost 3 years, and I will continue purchasing this product.  (It's actually funny, if I give him a bowl of food now, he looks at me like.. ""What am I supposed to do with that?"")",1
"DO NOT BUY THIS PRODUCT! I HAVE BEEN USING THIS PRODUCT FOR NEARLY THREE MONTHS,THIS TIME MY CATS BEGAN FOAMING AT THE MOUTH. I HELD MY CATS AND BEGAN TO PANIC WHIPPING THE SALIVA FROM THEIR MOUTHS. AFTER TRYING TO SOOTHE MY CATS I GAVE THEM A BATH. PLEASE DO NOT USE THIS ON YOUR ANIMALS!!!!!",0
Exactly what i needed,1
I ordered 3 different kinds of Nylabone dental chews and all were dried up and crumbling.  Also had a bad smell,0
I have not ordered this but the image in the picture is of a veggie clip. I have one of these at home. That is in no way shape or form a gravel vaccuum. I am not sure where the mistake is. It might be the wrong picture or it might be the wrong product description. Not sure which but it needs to be fixed.,0
"I bought this leash so I could work on recall with my dog (35lb lab mix). I wasn't sure what type of leash would be best (30ft? 50 ft? wide? thin?), but this leash has been great and I'm glad I chose it.

I was afraid the cotton leash wouldn't be sturdy enough, or that my dog would easily chew through it, so I'm glad I went with a nylon leash. It seems very durable and I am not nervous of the leash breaking, even if my dog is pulling. The metal clasp for connecting to my dog's harness seems sturdy, too.

The 3/4 inch width works out well - being a long leash, it's not impossible for it to get tangled, but it's wide enough that it's hard to knot tightly. This means getting out any tangles is pretty easy. The length is also good for working on recall - 30ft is plenty far enough for my dog to wander around. I wouldn't mind a 50ft leash, but I feel like it might be a bit unruly, as a 30ft leash is easy enough to trip on if my dog is zooming about.

Overall I am very happy I decided to buy this leash for recall work/playing in an open field. The only improvement I would want in this leash is a different colored hand loop - with a long leash, especially if it wasn't wound up properly, it can be hard to find the loop. Plus it'd be nice to be able to see that the loop is secure around my hand, not just excess leash.

If you want to practice recall with your dog, or would like to let your dog run more freely on leash in an open area, this should do the trick!",1
needed a 6ft lead for my little 18 lb. corgi/doxie mix & this was a fun colorful one. Clip appears to be working acceptably & he looks cute with it.,1
"The toy looks and feels fun but it smells really bad. When I first opened the package it made the entire room smell! I washed it in the sink and then in the laundry, but the smell never really went away. When we did give it to the puppy, he wouldn't even touch it. After smelling it, he doesn't even want to lick or play it with. A real bummer.",0
Worked for a couple days and then my dogs ignored it.,0
Not quite big enough for a 15lb cat adn more litter over the floor than in the box,0
"My Miniature Schnauzer had been suffering from dermatisus or something itchy for years.  The only relief he got was his ONCE A YEAR Prednisone shot, because I know how toxic it is.  Anyway, I got this and can't believe it is working so well.  I do the whole shooting gallery of Nzymes, grain free food, and special shampoos, and this little $8 bottle works.  I do wish it came in a larger size.",1
I LOVE THESE LITTLE TIES  AND FAST SERVICE..,1
"My dogs FAVORITE outside toy!!  I say outside because it is big (we have Large) and heavy and would likely destroy furniture if used in the house.  We love this for fetch outside because it's weight allows it to fly far.  My dog loves to grab it and shake it.  And she LOVES it when her little sister plays tug of war with her with this toy.  It is super well made seems indestructible!!
We love it so much when we lost ours once - I immediately bought another (we did find it eventually once the snow melted!!).  Now i have one in the car and one for the yard.",1
I liked the setup of this cage!! But what u don't know and they don't show is that the bottom is mesh material so u either have to put it on the floor or put a piece of wood underneath the place u will out your cage!,1
It did not read the chip and instead terrified my dog,0
"It's really small, definitely not for medium or large size dog. I could of made this myself.",0
"Puppies love em and it keeps them busy for awhile. They do kinda stink, probably why they like them so much. If you can handle the smell, they are well worth it.",1
What I wanted.,1
"Let's start being saying that I have an Australian Shepherd.  She loves this toy!  It hasn't left her side since we got it 2 days ago.  No toy has lasted three the wrath of my dogs intense playing.  This one sadly isn't making it either.  At this point, the squeeker is out, most of the stuffing is out and there are pretty big holes.  I gave it 4 stars simply because she loves this toy.  Even though it isn't going to last I plan to buy another one.",1
I ordered this on Tuesday and it arrived on Friday.  I unpacked it and put it in my dog's crate on Saturday at 10:00 AM.  By noon it was ripped to shreds (see picture).  Don't know what caused him to do this as he has not ripped up any of the other pillows or blankets that I have given him.  Fastest $20 I ever lost (including my trip to the casinos!).,0
"I wish I was not in a place in my life where I could provide feedback on this product. Alas- that is just not the case. This stuff is amazing. I have used it frequently while training a little dog to use a doggy door. It really does work miracles. I have friend lots of products but none work like this. I do think it is kind of gross when I have a little pile of sand-like stuff on my floor, but it is WAY better than what the sand is sucking up from my carpets. I highly recommend. It does have a kind of a bleachy smell, not too strong though. I leave it on accidents until it is back to the normal color, about 24 hours. I have found it is more successful if the stain is a bit damp before putting the product down.",1
"This litter box doesn't work as advertised, don't waste your money",0
Calming collars were okay.  I don't like to use things like this and have since trained my dog with better manners.  I am sure there are some dogs that may need them and that is good they are available.  There are no quick and easy answers and with time many issues were resolved with my dog.,1
You can see the real bacon in the product,1
"The bag says the Regular size is suitable for dogs 25-30 pounds but my 40lb cattle dog mix eats these things in three bites. I'm sure 3 bites isn't much dental care but that may be a dog issue more than a Greenies issue. The blueberry scent is pretty intense so if you or your dog are not fond of the smell of blueberries try another flavor.
5 stars because my dog loves them and because they did work well when she was a bit smaller and not so ravenous. I'll try the next size up next time!",1
The blue is not as bright as the green led light.  I am really impressed with this product and looks great with a black dog.  I would not recommend this product for a small dog.  I have a Pomeranian and I wish I could order this product for him.  The leash is a little long and would drag with a small dog.  I would buy this again.  I LOVE that they sent out an extra set of batteries.  Very well thought out and super happy!,1
This is a great pump for smaller nano reefs like mine. It gives a good amount of water movement to my corals and works great but I wouldn't use one in a tank larger then 20 gallons.,1
"My crested geckos loved these, however I had to take them out of both of my enclosures, I have 2 because  the started growing what seemed like mold, I guess from the mistings, just wish it came with a don't use with water warning",0
"Fits poorly. Jack Russel dog, loose around neck, right around middle, not adjustable enough. Stated that it came with the seat belt attachment, it certainly did not.",0
My cat really enjoys this food.  Other brands have made her vomit but not this one.  My dog likes it too;/,1
"Does the job, and looks great on my dog!",1
"This product is GREAT!!!  I use it in combination with a Barkbay harness.  My dog is an ENGLISH BULLDOG and I must be extremely careful of her neck as you probably know their short necks are predisposed to compression and serious injury.  I have two knee replacements and don't run.  Neither do I move too quickly.  When I open the door to let her out in the morning she used to BOLT out and I was at her mercy especially in winter when the steps to my apartment was ice covered.  The Woofiy leash gives us both the amount of play we need to remain on our feet. I don't use the waist belt strap for running or biking.  However, when we sit on the patio I secure her to the fence slat with the belt strap and attach her Barkbay Harness to the leash.  This allows her to roam around while knowing when she has to stop without jerking her to a neck-breaking stop.  Bulldogs are Powerful Pullers and the Woofiy leash is a great tamer without injury",1
It broke as soon as my dog pulled in it!  What a ripoff!,0
"Prevue Pet Products Multi-Color Small Pet Playpen is perfect for smaller animals like our hamster, or ferrets, guinea pig, etc. Well ferrets might knock it over or climb over it. It's so cute it's like a baby sized play area for fur babies. It allows us to get some contact with our hamster without worrying about hamster proofing the house or other things blocking our access to him.",1
Hard to open and literally the worst smell ever.,0
These are so tasty to my dogs that giving them medicines is a piece of cake!  The dogs see the pill pockets come out of the fridge and they run over to me excitedly to take their meds!,1
"The product itself is fine. My biggest complaint that in the title (as the photo eludes to) it say STICKS, not stick, but STICKS. I see that I am not the only one to make this complaint, but at least that customer got more than 1 in their pack. I also weighed the product, I understand packaging weighs something, the shipping weight states 8 OZ , which leads me to believe my just barely 3oz bully stick was supposed to weigh more or I was supposed to get more. Amazon I implore you to rectify the situation with myself and other customers , and correct the description to avoid future complaints.",0
Product was as it said it was. My one dog is a chewer and usually destroys toys in minutes. He is only 18lbs. but brutal on toys. Kong rubber toys have been the only thing he has not destroyed as of yet and he loves to play with them.,1
"This was not to best option for an automatic litter box despite the good reviews. The litter easily gets clumped and stuck on the bottom, causing me to have to scoop. The automatic part leaves large pieces in the litter box also. I have a small cat and she barely seems to have enough room to use the litter box. I would not order this product again. I am very disappointed in the performance of the litter box.",0
"This is very finely ground and not leafy like most other catnip. My cats always sneeze, at first, when I give it to them. They always waste a lot of it because it so finely ground. I will probably put the rest in an old sock to play with to avoid the mess.",0
makes my dog look very butch. great attention getter.,1
Batteries died too fast,0
Love this bag! Bag doesn't fall in and the holder stays tight to the leash!! And it's light! Way better than the hard plastic ones that flop everywhere,1
Not very sturdy. My 9 year old French Bulldog ripped open the seams and took most of the stuffing out. And she doesn't usually chew through things.,0
Loudest filter I have ever encountered !!!,0
"Perfect size, cute, and tucks everything away. It also lets our pooch get things out that she wants to play with.",1
The squeaker on ours broke within minutes and there's something rattling inside. Now it's a dud as far as our dog is concerned.  He would have had a better time playing with a ten dollar bill instead of the ten bucks we spent on this thing. No more Nerf toys for us.,0
"I bought this for my Miniature Schnauzer who is a 4 year old male. I bought the XXX Large so that it would go halfway down his legs and cover all of his back. It's soft and didn't shrink after I washed and dried it in the dryer. He can pee & poop while wearing it. Just make sure not to cover his tail. He turns heads and brings many smiles to faces as we walk down streets & in parks. The price & quality is great. He's an unpaid canine model!! (My pictures uploaded sideways, though they aren't sideways in my phone.)",1
"It simply lets ants into the feeder. See product pictures. I saw no effect whatsoever, nada, zero, zilch. What more can I say?",0
I was encourage to try these...by my breeder.  My one year old corgi puppy got extremely sick; throwing up and diarrhea.  The vet said this is common and that these products are not good for your dogs internal organs.,0
"Any manufacturer that gets to this point isn't one I want to ever trust

FDA NEWS RELEASE

For Immediate Release: July 31, 2009

Media Inquiries: Michael Herndon, 301-796-4673, michael.herndon@fda.hhs.gov
Consumer Inquiries: 888-INFO-FDA
FDA Takes Action Against Teva Animal Health Inc.
Company fails to adhere to current Good Manufacturing Practice regulations

The U.S. Food and Drug Administration announced a consent decree of permanent injunction filed today, that prohibits Teva Animal Health Inc., its president, and two principals from its parent company, from manufacturing and distributing adulterated veterinary drugs. The injunction, once entered by the court, will prevent the defendants from manufacturing and distributing veterinary drugs until they achieve compliance with current Good Manufacturing Practice (cGMP) and obtain FDA approval.

""Good manufacturing practice standards are the backbone of product quality and the instrument on which the FDA relies most heavily for assurance that veterinary drug products are safe and effective,"" said Bernadette Dunham, D.V.M., Ph. D., director of the FDA's Center for Veterinary Medicine.

During inspections between 2007 and 2009, the FDA found significant cGMP violations at Teva Animal Health's facilities, located in St. Joseph, Mo.

Under the terms of the consent decree, Teva Animal Health cannot resume manufacturing and distributing veterinary drugs until adequate methods, facilities, and controls are established and an independent expert inspects the facilities and procedures and certifies that they comply with cGMP. The FDA also will also inspect Teva Animal Health's facilities as needed before authorizing the company to resume operations. If, after resuming operations, the defendants fail to comply with any provision of the consent decree, cGMP, or the Federal Food, Drug, and Cosmetic Act, the FDA may order the company to stop manufacturing and distributing veterinary drugs, recall the products, or take other corrective actions.

 ""The FDA will not tolerate the manufacture and distribution of adulterated animal drugs,"" said Michael Chappell, the FDA's acting associate commissioner for regulatory affairs. ""Veterinarians and pet owners can be assured that the FDA will investigate and take regulatory actions against companies that produce animal drugs under conditions and controls that are inadequate to assure their safety and quality.""

In the event of future violations, the consent decree also subjects Teva Animal Health to payments of $20,000 for each day the defendants fail to comply with any provision of the decree and an additional $25,000 for each shipment of veterinary drugs in violation of the decree, up to $7.5 million per year.",0
"One dog just swallows the whole thing and the other dog won't chew on them.  So, not working for us.",0
Good stuff dog loves it,1
This works great!! Have done many trims. I like that it is rechargeable. It holds its charge for awhile.,1
Product was crushed into dust.,0
I have looked all over for this bag and this is the best buy I have found so far when it showed up I was more than happy with it. it is going to be perfect. this is much better than the picture showes. and the price can not be beat...,1
They sewed the strap in the wrong place and it's not able to be positioned properly because of that. I will be returning it,0
This came to me and was shattered,0
Dog loves these treats - I cut them into smaller pieces for rewards also,1
My cat love it. The bowl is always empty.,1
"Instead of gnawing in this rock-hard hollow log, the gerbils played and pooped on it. It began to stink after a week or so, so I threw it out. Won't be repurchasing.",0
"I love this collar and it looks snazzy on my basset hound pup! The only issue I have is that the leash and the collar don't come in red like the harness does. I wanted a matching set for their red harness that I bought (and absolutely love), but for some reason they have all the other colors except red. Again, great product that I bought in black, but make a red one!!",1
The lid rubber broke in just2 days after using,0
I like it,1
My cat actually lays on this. She doesn't normally lay on beds. Love the sage green color. Would recommend this product.,1
"The only thing we use for our dogs. They have not had one flea since they are on it and it keeps mosquito bites at bay. We have a boxer, a mastiff and a pitbull and I'd rather pay for quality than have them suffer here in the South.",1
"Worst purchase off this site! Don't buy, doesn't work. Rating should be 0 but had to give one just to post.",0
Product arrived in good shape.  I've been using Petrodex Enzymatic Poultry Flavored Toothpaste on my two mixed breed terriers for about 3 years.  They seem to enjoy getting their teeth brushed and the vet remarked that their teeth looked very good.,1
Worthless,0
Says waterproof but our dogs broke both within firsts week of having it. Could never get a hold of company was sent to answering machine. Wouldn't recommend this item.,0
Worked well the first few times I used it until the head of the brush completely broke off rendering it useless.,0
"This product has great ingredients and I gave our newly adopted dog the recommended dosages. However, she always had lots of very fragrant flatulence, to the point of clearing the room. By eliminating now one thing, then another, from her diet for a few days, I discovered that the Nupro was the culprit. Too bad - I wanted to like it.",0
SO CUTE!,1
"I purchased a small for my dog with a 20 inch chest and it fits wonderfully. I love that the neck strap has a buckle so there's no need to put the harness over the head in case you have a dog with a medical issue that won't allow it, or if you simply find it's easier for you.

Another thing I love is that the body straps are placed far back enough so that they don't rub against my dog's armpits when walking/running therefore there's no irritation in those sensitive areas, so my dog is as comfortable as can be.

I chose this harness for biking, and I 100% recommend this. The chest piece does not restrict natural shoulder movement, and boy can this thing reflect light. There's a front leash attachment for dogs that pull when walking, so that's also a plus.

All in all, a great harness. I can't say how sturdy it is yet, but so far so good. I think it was money well spent.",1
"Not safe for cats.  This will not stay on window.  I followed all instructions, cleaned the window, cleaned the suctions, tried different windows, it falls off from a few minutes later to a few hours later.  My cats must sense the instability of it, so thank goodness they didn't even try to use it.  I threw the box away before I realized it was junk so I am trying to figure out how to recycle the parts for something else.",0
"Saving my furniture. My cat loves it. Easy set up. I did spray some catnip on the pole to get her started.
She has left my furniture alone since it was put together. She likes the rough feel of the rope. She played with both toys.",1
"Too snug, shipped from China and didn't look like the picture. No slit in the back for a leash and not well designed.",0
What I mean is my dog loves this food the best.,1
"Unique Arts 14-Inch Hanging Birdbath, Copper Finish
Before purchasing this bird bath I was using a plastic flowerpot with a ceramic saucer stuck in the top. The goldfinch loved drinking from it because they could stand on the rim and drink from the shallow pool. I even had a brown-headed cowbird take a long bath in it. So I figured bigger is better and purchased this bird bath. So far, not a single visitor and it's been a week. The goldfinch still use my improvised bird bath and ignore this one. I think  that the problem is that the rim is difficult to grasp, the bottom is not flat and its too deep when filled with water to the rim. This birdbath will become a yard ornament and my improvised bird bath will stay. Too bad because it's a beautiful piece, well constructed and quality materials.",0
Cat ignores it,0
These bones almost killed my dog. I have a seven pound papilion. A piece got lodged in his duodenum and he had to have emergency surgery. I contacted the company and they emailed with me until they got the bet report supporting that the bone was the cause. I have heard nothing since. Do not buy these for your dogs!!,0
Bought this for my daughter's baby guinea pig. It was easy to put together. It is great that the base is deep so the bedding & hay don't fall out of cage. Simple to wash just take top half off and place on ground and put the guinea pig inside while you clean the bottom half. She had no problem using the ramp but within a week just jumps up onto top deck! I saw some negative reviews but I'm glad I bought this one because it has been a great cage.,1
Love it!  Nice and gentle.,1
works great,1
"Good size, very durable, exciting cluck! Lol",1
I have three cats one of which needs special food.  She picked at this but it was definitely not a favorite.  Of four types I have tried this was the least favored.,0
Fell apart after a few months of light use and 2 washings.,0
I got this to help with spills from the dog and the kids filling up the dog bowl. It hold the bowl in place nicely and the no slip function keep his bowls in place while he eats and drinks to help eliminate spills. The cute design is defiantly a nice touch as well. It shipped just days after my order and it was exactly as expected. I wouldn't recommend for too large of dog bowls as it is only 19L X 13W if you want to see the design that is. If you got 2 though it would be perfect for a large bowls.,1
"Love Victor, have bought it before. Would always recommend! Great dog food.

The shipping not so much. Got the box and dog food was falling out the sides and the tape on the box was in rough shape. Opened the box, to find the bag ripped open at the top. Got it out and I weighed the bag and it was 4 pounds off.",1
"We have gone through a few of these, not because they are deficient in any way, but because we use them constantly.  The spring that holds the pouch open is what eventually fails, but if not mishandled it is good for many, many cycles. I haven't seen anything else that works as well for dispensing training treats.",1
My almost 10 month old puppy loves to play with this rope. He's a bit of a biter due to he is only playing with us. He has toys but they are much smaller and he loves to play tug with them and he ends up biting us somewhat. I purchased this rope and he is crazy over it. He loves to play tug and we are not bitten accidently. Great product and am very pleased with it. Thank you.,1
"I was so disappointed. The millet had shed all over the box and looked old and dry.
Not nice fresh millet as expected. I would not recommend this company.",0
Not working well.,0
"I purchased this for our GSD so she could come inside out of the elements whenever she needed to.  We hired a handyman to install it and he did an excellent job.  However, I never got to inspect the door before it was installed, and I believed the title and description that this was an aluminum dog door...silly me.  I believe the manufacturer is using deceptive marketing to sell this dog door.  It should not be sold for over $20.  There is a (presumably) aluminum frame that the plastic flap is attached to, and that's where it ends.  The telescoping portion is very thin plastic as well as the portion of frame that the screws go through to mount on wall.  After two weeks of use, my dog had torn it completely out of the wall while we weren't home and chewed the telescoping portion to shreds.  Unfortunately since this is installed at a second home, by the time this occurred it was well past Amazon's return period.  I'm out a large chunk of money with a big hole in my wall and my wallet to show for it.  I trusted Amazon and PetSafe and will not again.

In addition, when it is windy both flaps blow open even though there are magnets to supposedly prevent that.  If you plan to have this on a wall that leads inside your house, do not expect it to keep out elements.

I do not recommend to anyone to buy this product.  It is nowhere near worth the price.  This is a low quality product.  Even if someone has a dog that doesn't chew and is gentle and lightweight, I would still not recommend it based on wind blowing it open.

[Edited to add photos.  Please notice the plastic portion that you screw onto the wall.  All eight were easily pulled through, the screws still remain firmly in the wall.  100% of the attachment points failed easily. The tearing of the plastic tunnel portion happened after the door was pulled off of the wall, and she assumed this was now a new chew toy.  With a good installation (like we had) I don't believe that the plastic tunnel portion would be a failure point.  However, the plastic frame that attaches to the wall is extremely prone to failure.  In the very least there should be metal reinforcement here.  After now going through many reviews, it is obvious that the company has known for a few years that this was a problem.  They've chosen to not improve the product or to clearly and truthfully state what their product is made of.  Too bad I didn't have the time when I needed to purchase this item to thoroughly go through all of the reviews (and really, I shouldn't have to).]",0
Made of an easy-to-tear fabric that didn't last 24 hours.,0
Our darling cats love this food--and we like the packaging and convenience. The Nature's Recipe Culinary Favorites Wet Cat Food is a nice choice. It smells nice and the nutrition content is impressive.,1
This product was not as good as I'd hoped. The bags are small and the flashlight is useless and stopped working almost immediately.,0
This little collar/bow tie is absolutely adorable!!  Perfect fit for my 12lb doxie. He'll be the best dressed pooch at our wedding for sure. The bow tie is removable from the collar thanks to a Velcro strip. We just love it!,1
Foam egg crate and the cover is not the one pictured. This isn't even the same bed.,0
Good for my baby.,1
"My fish, shrimp and snails love these wafers! Good,timely shipping. They are a bit large for a 5 gallon tank which is what I go them for-and they are difficult to break into smaller pieces. Just a minor inconvenience.",1
"Work as they should. It's nice to have a larger, sturdy bag and in a box instead of a roll.",1
"Whle he initially liked the food, about a quarter through he stopped eating it and I had to obtain different chow.",0
